database_key,simulation_name,binary_type,reference_bibkeys,id_code,id_type,id_mass,id_rest_mass,id_mass_ratio,id_ADM_mass,id_ADM_angularmomentum,id_gw_frequency_Hz,id_gw_frequency_Momega22,id_eos,id_kappa2T,id_Lambda,id_eccentricity,id_mass_starA,id_rest_mass_starA,id_spin_starA,id_LoveNum_kell_starA,id_Lambdaell_starA,id_mass_starB,id_rest_mass_starB,id_spin_starB,id_LoveNum_kell_starB,id_Lambdaell_starB,evolution_code,grid_refinement_levels,grid_refinement_levels_moving,grid_refinement_levels_npoints,grid_refinement_levels_moving_npoints,grid_spacing_min,grid_symmetries,grid_shells,grid_shells_radial_npoints,grid_shells_angular_npoints,grid_conservative_amr,subgrid_model,metric_scheme,metric_boundary_conditions,hydro_flux,hydro_reconstruction,hydro_atmosphere_level,hydro_atmosphere_factor,number_of_orbits,evolution_mol_scheme,eos_evolution_Gamma_thermal,neutrino_scheme,available_resolutions,NR_simulation_key,id_gw_NR_frequency_Hz,Hybrid_window_freq_Hz,TEOB_Lambda_starA,TEOB_Lambda_starB,TEOB_version,available_runs,id_eccentricity_3PN
THC:0018:R01,LS220_1.200_1.200_0.00_0.00_0.047_0.125,BNS,Radice:2016rys Radice:2017lry,LORENE,Irrotational,2.4,2.59128,1.0,2.3781,5.75586,633.964,0.0470903629711,LS220,269.8160807630395,1439.0190974028765,,1.2,1.29564,"0, 0, 0","0.11088, 0.03205, 0.0126","1439.0190974028774, 4323.079374570765, 12617.09928355257",1.2,1.29564,"0, 0, 0","0.11088, 0.03205, 0.0126","1439.0190974028774, 4323.079374570765, 12617.09928355257",THC,7,,,,0.125,bitant,no,,,yes,,Z4c,,HLLE,MP5,1.000000e-14,0.000000,4.270708e+00,RK3,,Leakage,,,,,,,,,
BAM:0168:R01,SLy_1.622_1.179_-0.30_-0.13_0.023_R01,BNS,Schianchi:2024vvi,SGRID,CRV,2.801471,3.12657,1.3755452405502944,2.776072,7.256514,534.2141986426535,0.04631599,SLy,64.53038,340.07424714492953,0.02166529111680433,1.622175,1.84021,"4.286229967999019e-13, -1.734872698132777e-11, -0.30150336549451495","0.06722307, 0.01698998, 0.005810685","106.81647269801114, 121.12316574301802, 132.75414747927906",1.179296,1.28636,"-4.089934687949788e-14, 3.3349427050552407e-12, -0.1345029953384135","0.1095344, 0.03128102, 0.01215196","901.8456362809304, 2231.319442352723, 5364.117821418208",BAM14,6,2,192,96,10.112,box bitant,no,,,yes,no,Z4c,background radcentered,HO_LLF,WENOZ,1e-11,100.0,5.7835799182794885,RK4,1.75,no,,,,,,,,,
BAM:0005:R01,ALF2_1.375_1.375_0.00_0.00_0.0360_0.167,BNS,Dietrich:2016hky,SGRID,CRV,2.750016e+00,3.036304e+00,1.000000e+00,2.728344e+00,8.119965e+00,4.232855e+02,3.602450e-02,ALF2,1.234024e+02,6.581463e+02,6.876809e-03,1.375008e+00,1.518152e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.179800e-01, 3.364000e-02, 1.295000e-02","6.581463e+02, 1.391369e+03, 2.836613e+03",1.375008e+00,1.518152e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.179800e-01, 3.364000e-02, 1.295000e-02","6.581463e+02, 1.391369e+03, 2.836613e+03",bam_14.07,7,4,192,96,1.666667e-01,bitant,yes,192,96,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,12.6820547389,RungeKutta4,1.75,,,,,,,,,,
BAM:0158:R01,H4_1.796_1.105_-0.35_-0.12_0.024_R01,BNS,Schianchi:2024vvi,SGRID,CRV,2.901294,3.20186,1.6255317724118146,2.875151,7.428049,541.8749981155922,0.04865419,H4,158.8999,830.0710587123691,0.019656366719394254,1.796263,2.01977,"3.5448536822268245e-13, 1.4678373666335613e-12, -0.34797562038755414","0.0684863, 0.01795899, 0.006357033","136.48875441140117, 175.80808405794656, 218.3469493622095",1.105031,1.18209,"-1.3665436065602652e-14, 5.943093421328421e-13, -0.1242560610887931","0.1357275, 0.04135734, 0.01717718","3470.122560089604, 14413.413533855755, 58287.49144389727",BAM14,6,2,192,96,12.287999999999998,box bitant,no,,,yes,no,Z4c,background radcentered,HO_LLF,WENOZ,1e-11,100.0,3.79619044884005,RK4,1.75,no,,,,,,,,,
BAM:0120:R01,SLy_1.375_1.375_0.00_0.00_0.0361_0.116,BNS,Dietrich:2017fe,SGRID,CRV,2.750007e+00,3.051288e+00,1.000000e+00,2.727632e+00,8.006313e+00,4.244244e+02,3.612131e-02,SLy,6.488681e+01,3.460630e+02,1.463161e-02,1.375004e+00,1.525644e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.064000e-02, 2.465000e-02, 9.110000e-03","3.460630e+02, 5.995878e+02, 1.008386e+03",1.375004e+00,1.525644e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.064000e-02, 2.465000e-02, 9.110000e-03","3.460630e+02, 5.995878e+02, 1.008386e+03",bam_12.04,7,4,256,128,1.155000e-01,bitant,yes,256,128,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,12.4165047163,RungeKutta4,1.75,,,,,,,,,,
BAM:0054:R01,H4_1.651_1.100_0.10_-0.10_0.0350_0.167,BNS,Dietrich:2016lyp,SGRID,CRV,2.750995e+00,3.011378e+00,1.500354e+00,2.730267e+00,7.960847e+00,4.108553e+02,3.497906e-02,H4,2.077572e+02,1.094649e+03,4.581108e-03,1.650752e+00,1.834799e+00,"1.313080e-11, 4.666438e-14, 2.745136e-01","8.468000e-02, 2.312000e-02, 8.560000e-03","2.825492e+02, 4.656856e+02, 7.434341e+02",1.100242e+00,1.176579e+00,"7.308547e-12, 1.729658e-14, -1.204097e-01","1.360400e-01, 4.143000e-02, 1.722000e-02","3.556468e+03, 1.489617e+04, 6.082361e+04",bam_14.07,7,4,192,108,1.666667e-01,bitant,yes,192,96,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,11.8198567079,RungeKutta4,1.75,,,,,,,,,,
BAM:0093:R01,MS1b_1.750_1.000_0.0_0.00_0.035_0.167,BNS,Dietrich:2016hky,SGRID,CRV,2.750033e+00,3.016722e+00,1.750029e+00,2.730073e+00,7.531293e+00,4.064350e+02,3.459062e-02,MS1b,2.977997e+02,1.566558e+03,8.189392e-03,1.750032e+00,1.953678e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.020400e-01, 2.817000e-02, 1.053000e-02","3.543653e+02, 6.000762e+02, 9.827854e+02",1.000001e+00,1.063044e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.589000e-01, 4.944000e-02, 2.092000e-02","7.022366e+03, 3.707220e+04, 1.901139e+05",bam_14.07,7,4,192,108,1.666667e-01,bitant,yes,192,96,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,11.4407496334,RungeKutta4,1.75,,,,,,,,,,
BAM:0058:R01,MPA1_1.350_1.350_0.00_0.00_0.038_0.237_shells,BNS,Bernuzzi:2014kca,LORENE,Irrotational,2.699924e+00,2.978880e+00,1.000000e+00,2.677544e+00,7.658715e+00,4.545509e+02,3.798074e-02,MPA1,1.141105e+02,6.085892e+02,8.824588e-03,1.349962e+00,1.489440e+00,"0, 0, 0","1.110700e-01, 3.123000e-02, 1.191000e-02","6.085892e+02, 1.259670e+03, 2.525958e+03",1.349962e+00,1.489440e+00,"0, 0, 0","1.110700e-01, 3.123000e-02, 1.191000e-02","6.085892e+02, 1.259670e+03, 2.525958e+03",bam_12.04,5,3,128,64,2.370000e-01,bitant,yes,476,56,no,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,10.850459865,RungeKutta4,1.75,,,,,,,,,,
BAM:0143:R01,SLy_1.350_1.350_0.17_0.17_0.0341_0.098_th135v2,BNS,Chaurasia:2020ntk,SGRID,CTS-CRV,2.700984e+00,2.989200e+00,1,2.679949e+00,7.643677e+00,4.078091e+02,3.408854e-02,SLy,7.315999e+01,3.901866e+02,0.000000e+00,1.350492e+00,1.494600e+00,"1.232714e-01, 1.235740e-12, -1.232144e-01","9.313720e-02, 2.551314e-02, 9.494170e-03","3.901935e+02, 7.067244e+02, 1.242065e+03",1.350492e+00,1.494600e+00,"1.232714e-01, 1.235740e-12, -1.232144e-01","9.313720e-02, 2.551308e-02, 9.494778e-03","3.901797e+02, 7.066875e+02, 1.242065e+03",BAM,7,3,480,160,9.840000e-02,,,NA,NA,yes,,z4c,radiative,HO_LLF,WENOZ,1.000000e-14,1.000000e+02,,rk4g,1.75,,,,,,,,,,
THC:0049:R01,SFHo_1.527_1.795_0.00_0.00_0.063_M0_0.125,BNS,Camilletti:2022jms,LORENE,Irrotational,3.322,3.15232,1.18,3.29,10.262,609.226,0.0626374770965605,SFHo,19.32818669875236,102.69360932881763,,1.527,1.44607,"0, 0, 0","0.07038779646809838, 0.017664761634779085, 0.0060187424419563705","184.76293360573686, 254.29554527221254, 339.4080865471382",1.795,1.70625,"0, 0, 0","0.04907494343675144, 0.011376185753803498, 0.003554181752533473","50.67960234297167, 44.36351218247935, 37.38494096853033",THC,7,,,,0.125,bitant,no,,,yes,,Z4c,flat,HLLE,MP5,1e-14,0.0,5.0,RK3,,M0,,,,,,,,,
BAM:0085:R01,MS1b_1.500_1.000_0.00_0.00_0.0316_0.25_eccentric2,BNS,Dietrich:2017feu,SGRID,CRV,2.500017e+00,2.709668e+00,1.500014e+00,2.480286e+00,6.277486e+00,4.085592e+02,3.161021e-02,MS1b,4.579202e+02,2.425546e+03,1.560104e-01,1.500016e+00,1.646624e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.218700e-01, 3.531000e-02, 1.388000e-02","8.637767e+02, 2.042071e+03, 4.678459e+03",1.000001e+00,1.063044e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.589000e-01, 4.944000e-02, 2.092000e-02","7.022366e+03, 3.707220e+04, 1.901139e+05",bam_14.07,7,4,128,72,2.500000e-01,bitant,yes,128,64,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,6.17840682745,RungeKutta4,1.75,,,,,,,,,,
THC:0043:R01,DD2_1.509_1.235_0.00_0.00_0.024_M0_LK_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.7439999999999998,4.0343645690674,1.2219,2.719,7.405,283.28,0.024057817172068365,DD2,31.051292018994573,166.61340159304467,,1.509,2.0171822845337,"0,0,0","0.0742514294186662,0.0186259158562705,0.00631911564617322","162.41646633663714,207.72055300866853,256.6413883530562",1.235,2.0171822845337,"0,0,0","0.0742514294186662,0.0186259158562705,0.00631911564617322","162.41646633663714,207.72055300866853,256.6413883530562",THC,7,,,,0.167,bitant,no,,,yes,LK,Z4c,flat,HLLE,MP5,1e-14,0.0,4.009214624706436,RK3,,M0,,,,,,,,,
Hyb:0017,SLy_1.350_1.350_0.05_0.05_0.0379,BNS,Dietrich:2017aum,SGRID,CRV,2.700297e+00,2.989214e+00,1.000000e+00,2.678040e+00,7.858842e+00,29.0,3.789461e-02,SLy,7.314570e+01,3.901104e+02,3.535570e-04,1.350149e+00,1.494607e+00,"4.599747e-13, -2.686542e-15, 9.569080e-02","9.317000e-02, 2.551000e-02, 9.490000e-03","3.901104e+02, 7.060784e+02, 1.240257e+03",1.350149e+00,1.494607e+00,"4.599747e-13, -2.686542e-15, 9.569080e-02","9.317000e-02, 2.551000e-02, 9.490000e-03","3.901104e+02, 7.060784e+02, 1.240257e+03",,,,,,,,,,,,,,,,,,,,,,,,BAM:0101:R01,4.534574e+02,"478.70, 646.25","391.98, 710.370, 1248.6","391.98, 710.370, 1248.6",v1,,
BAM:0105:R01,SLy_1.351_1.351_0.11_0.11_0.038_0.228,BNS,-,SGRID,CRV,2.701303e+00,2.989214e+00,1.000000e+00,2.678748e+00,8.019003e+00,4.543587e+02,3.798407e-02,SLy,7.279475e+01,3.882387e+02,6.121977e-03,1.350651e+00,1.494607e+00,"1.930102e-12, 1.645962e-14, 1.932623e-01","9.307000e-02, 2.547000e-02, 9.470000e-03","3.882387e+02, 7.012941e+02, 1.229349e+03",1.350651e+00,1.494607e+00,"1.930102e-12, 1.645962e-14, 1.932623e-01","9.307000e-02, 2.547000e-02, 9.470000e-03","3.882387e+02, 7.012941e+02, 1.229349e+03",bam_12.04,7,4,128,64,2.280000e-01,bitant,yes,128,56,no,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,11.9919191169,RungeKutta4,1.75,,,,,,,,,,
BAM:0107:R01,SLy_1.354_1.106_0.00_0.00_0.030_0.123,BNS,Dietrich:2017xqb,SGRID,CRV,2.460813e+00,2.700000e+00,1.224047e+00,2.443435e+00,6.712718e+00,3.927310e+02,2.990909e-02,SLy,1.359079e+02,7.225463e+02,3.436796e-03,1.354356e+00,1.500000e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.277000e-02, 2.537000e-02, 9.430000e-03","3.826810e+02, 6.876827e+02, 1.199747e+03",1.106457e+00,1.200000e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.164200e-01, 3.376000e-02, 1.333000e-02","1.312105e+03, 3.737545e+03, 1.035450e+04",bam_14.07,7,4,320,128,1.225000e-01,no,no,NAN,NAN,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,17.2232068146,RungeKutta4,1.75,,,,,,,,,,
THC:0067:R01,BLQ_1.475_1.475_0.00_0.00_0.063_M0_0.125,BNS,Prakash:2021wpz,LORENE,Irrotational,2.95,3.278573535511519,1.0,2.9169,8.13145,342.412,0.0625255020115535,BLQ,55.275865611120835,294.8046165926445,,1.475,1.6392867677557594,"0,0,0","0.07770272973242383,0.02023194584882066,0.007162110857632306","294.80461659264444,487.7995092892412,783.8309526775813",1.475,1.6392867677557594,"0,0,0","0.07770272973242383,0.02023194584882066,0.007162110857632306","294.80461659264444,487.7995092892412,783.8309526775813",THC,7,,,,0.125,bitant,no,,,yes,none,Z4c,flat,HLLE,MP5,1e-14,0.0,2.892518682876685,RK3,,M0,,,,,,,,,
THC:0019:R01,LS220_1.350_1.350_0.00_0.00_0.055_0.125,BNS,Radice:2016rys Radice:2017lry,LORENE,Irrotational,2.7,2.94668,1.0,2.67124,6.99988,662.606,0.0553701025258,LS220,128.20587188523493,683.7646500545869,,1.35,1.47334,"0, 0, 0","0.0974, 0.02733, 0.01043","683.7646500545865, 1559.5269838736833, 3455.533510495957",1.35,1.47334,"0, 0, 0","0.0974, 0.02733, 0.01043","683.7646500545865, 1559.5269838736833, 3455.533510495957",THC,7,,,,0.125,bitant,no,,,yes,,Z4c,,HLLE,MP5,1.000000e-14,0.000000,3.412031e+00,RK3,,Leakage,,,,,,,,,
BAM:0039:R01,H4_1.373_1.373_0.14_0.14_0.037_0.083,BNS,Dietrich:2017aum,SGRID,CRV,2.745176e+00,2.989214e+00,1.000000e+00,2.722882e+00,8.489730e+00,4.327172e+02,3.676239e-02,H4,1.878425e+02,1.001827e+03,5.290890e-04,1.372588e+00,1.494607e+00,"-2.312356e-10, 2.204359e-13, 2.662587e-01","1.129400e-01, 3.279000e-02, 1.297000e-02","1.001827e+03, 2.596155e+03, 6.547049e+03",1.372588e+00,1.494607e+00,"-2.312356e-10, 2.204359e-13, 2.662587e-01","1.129400e-01, 3.279000e-02, 1.297000e-02","1.001827e+03, 2.596155e+03, 6.547049e+03",bam_14.07,7,4,480,216,8.333333e-02,bitant,yes,NaN,NaN,no,,Z4c,background,HO_LLF,WENOZ,1.000000e-11,1.000000e+02,11.9463610144,RungeKutta4,1.75,,,,,,,,,,
BAM:0151:R01,H4_1.502_1.502_0.45_0.45_0.025_R01,BNS,Schianchi:2024vvi,SGRID,CRV,3.003922,3.29892,1.0,2.974412,9.626584,546.6896914517181,0.05082284,H4,106.3564,563.4067155334707,0.01587463043600863,1.501961,1.64946,"-7.256873444556414e-13, -4.417758894042289e-12, 0.447061604115019","0.1010045, 0.0286467, 0.01103782","563.4067155334706, 1184.71780064498, 2417.433874874234",1.501961,1.64946,"-7.256873444556414e-13, -4.417758894042289e-12, 0.447061604115019","0.1010045, 0.0286467, 0.01103782","563.4067155334706, 1184.71780064498, 2417.433874874234",BAM14,6,2,192,96,12.287999999999998,box bitant,no,,,yes,no,Z4c,background radcentered,HO_LLF,WENOZ,1e-11,100.0,5.285729239175792,RK4,1.75,no,,,,,,,,,
BAM:0122:R01,SLy_1.400_1.200_0.00_0.00_0.038_0.228,BNS,Bernuzzi:2015rla,LORENE,Irrotational,2.599998e+00,2.868445e+00,1.166669e+00,2.578579e+00,7.061052e+00,4.717363e+02,3.795786e-02,SLy,1.170796e+02,6.295708e+02,9.486703e-03,1.199998e+00,1.311602e+00,"0, 0, 0","8.806000e-02, 2.377000e-02, 8.765000e-03","3.071740e+02, 5.094994e+02, 8.246073e+02",1.400000e+00,1.556844e+00,"0, 0, 0","1.076600e-01, 3.059000e-02, 1.183000e-02","8.124099e+02, 1.931324e+03, 4.463620e+03",bam_14.07,7,4,128,64,2.280000e-01,bitant,yes,128,56,no,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,11.0487748819,RungeKutta4,1.75,,,,,,,,,,
THC:0076:R01,BHBlp_1.364_1.364_0.00_0.00_0.048_M0_LK_0.083,BNS,Nedora:2020hxc,LORENE,Irrotational,2.728,3.6199959492551,1.0,2.704,7.405,565.296,0.047728356261579605,BHBlp,54.346374144058025,289.84732876830947,,1.364,1.80999797462755,"0,0,0","0.0835487669436616,0.0216867800035144,0.00761795813552153","289.84732876830947,461.2990218584456,709.6696102982071",1.364,1.80999797462755,"0,0,0","0.0835487669436616,0.0216867800035144,0.00761795813552153","289.84732876830947,461.2990218584456,709.6696102982071",THC,7,,,,0.083,bitant,no,,,yes,LK,Z4c,flat,HLLE,MP5,1e-14,0.0,0.1187433324960943,RK3,,M0,,,,,,,,,
Hyb:0012,SLy_1.650_1.098_0.00_0.00_0.0363,BNS,Dietrich:2017feu,SGRID,CRV,2.747904e+00,3.068183e+00,1.502906e+00,2.726620e+00,7.700118e+00,29.0,3.625248e-02,SLy,7.729838e+01,4.066326e+02,8.023282e-03,1.650019e+00,1.878313e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","6.431000e-02, 1.607000e-02, 5.430000e-03","9.312926e+01, 1.006035e+02, 1.049684e+02",1.097885e+00,1.189870e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.170900e-01, 3.401000e-02, 1.345000e-02","1.367852e+03, 3.959133e+03, 1.114453e+04",,,,,,,,,,,,,,,,,,,,,,,,BAM:0127:R01,4.262916e+02,"458.58, 705.513","93.5717, 101.23, 105.69","1372.271, 3974.3, 11188.0",v1,,
BAM:0090:R01,MS1b_1.600_1.600_0.00_0.00_0.043_0.167,BNS,-,SGRID,CRV,3.200055e+00,3.536250e+00,1.000000e+00,3.171279e+00,1.040644e+01,4.317126e+02,4.275447e-02,MS1b,1.125106e+02,6.000565e+02,NAN,1.600028e+00,1.768125e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.139000e-01, 3.239000e-02, 1.249000e-02","6.000565e+02, 1.236554e+03, 2.468144e+03",1.600028e+00,1.768125e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.139000e-01, 3.239000e-02, 1.249000e-02","6.000565e+02, 1.236554e+03, 2.468144e+03",bam_14.07,7,4,240,108,1.666667e-01,bitant,no,NAN,NAN,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,8.28099084401,RungeKutta4,1.75,,,,,,,,,,
THC:0053:R01,BLh_1.635_1.146_0.00_0.00_0.049_M0_LK_0.125,BNS,Nedora:2020hxc,LORENE,Irrotational,2.7809999999999997,3.1964317412046217,1.426702e+00,2.756,7.405,569.212,0.048992684344695704,BLh,70.27354454333087,372.410080689958,,1.635,1.8496678190616114,"0,0,0","0.06534602129666893,0.01635148504284548,0.005548604427227942","141.8994653883432,180.50529813654228,222.41272118210873",1.146,1.34676392214301,"0,0,0","0.0961208360918839,0.0263058655899617,0.00981172377128218","969.638992052257,2493.6106284135367,6242.762787302164",THC,7,,,,0.125,bitant,no,,,yes,LK,Z4c,flat,HLLE,MP5,1e-14,0.0,4.415104830747452,RK3,,M0,,,,,,,,,
BAM:0003:R01,ALF2_1.350_1.350_0.00_0.00_0.038_0.246_shells,BNS,Bernuzzi:2014kca,LORENE,Irrotational,2.700033e+00,2.975497e+00,1.000000e+00,2.677659e+00,7.660905e+00,4.547933e+02,3.800253e-02,ALF2,1.375022e+02,7.333450e+02,8.907561e-03,1.350017e+00,1.487748e+00,"0, 0, 0","1.206300e-01, 3.455000e-02, 1.337000e-02","7.333450e+02, 1.611791e+03, 3.418785e+03",1.350017e+00,1.487748e+00,"0, 0, 0","1.206300e-01, 3.455000e-02, 1.337000e-02","7.333450e+02, 1.611791e+03, 3.418785e+03",bam_12.04,5,3,128,64,2.460000e-01,bitant,yes,454,56,no,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,10.3038262975,RungeKutta4,1.75,,,,,,,,,,
THC:0073:R01,SFHo_1.437_1.914_0.00_0.00_0.063_M0_0.125,BNS,Camilletti:2022jms,LORENE,Irrotational,3.351,3.18158,1.33,3.32,10.279,611.274,0.06339668525218076,SFHo,19.844472901366853,104.65986857408745,,1.437,1.36007,"0, 0, 0","0.07709353889055542, 0.019764021752178056, 0.006890113882810832","280.82620360012385, 450.1210551795866, 700.7881147495923",1.914,1.82151,"0, 0, 0","0.038741695597660816, 0.008575678814388907, 0.0025424654837694514","26.08722237287773, 18.37739323458733, 12.385359498681408",THC,7,,,,0.125,bitant,no,,,yes,,Z4c,flat,HLLE,MP5,1e-14,0.0,4.5,RK3,,M0,,,,,,,,,
BAM:0026:R01,G2_1.515_1.515_0.00_0.00_0.053_0.150,BNS,Bernuzzi:2013rza,SGRID,CRV,3.029915e+00,3.250000e+00,1.000000e+00,2.999032e+00,8.902086e+00,5.680893e+02,5.326923e-02,G2,1.832005e+02,9.770691e+02,NAN,1.514837e+00,1.625000e+00,"0, 0, 0","7.888000e-02, 2.336000e-02, 9.560000e-03","9.770691e+02, 2.951760e+03, 8.802133e+03",1.514837e+00,1.625000e+00,"0, 0, 0","7.888000e-02, 2.336000e-02, 9.560000e-03","9.770691e+02, 2.951760e+03, 8.802133e+03",bam_12.04,6,2,192,192,1.500000e-01,bitant,no,NAN,NAN,no,,Z4c,radiative,LLF,WENOZ,1.000000e-10,1.000000e+02,3.97663824612,RungeKutta4,1.75,,,,,,,,,,
BAM:0086:R01,MS1b_1.500_1.000_0.00_0.00_0.0324_0.25_eccentric3,BNS,Dietrich:2017feu,SGRID,CRV,2.500017e+00,2.709668e+00,1.500014e+00,2.479192e+00,6.082378e+00,4.193873e+02,3.244798e-02,MS1b,4.579202e+02,2.425546e+03,NAN,1.500016e+00,1.646624e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.218700e-01, 3.531000e-02, 1.388000e-02","8.637767e+02, 2.042071e+03, 4.678459e+03",1.000001e+00,1.063044e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.589000e-01, 4.944000e-02, 2.092000e-02","7.022366e+03, 3.707220e+04, 1.901139e+05",bam_14.07,7,4,128,72,2.500000e-01,bitant,yes,128,64,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,1.99447006372,RungeKutta4,1.75,,,,,,,,,,
THC:0044:R01,BLh_1.437_1.914_0.00_0.00_0.063_M0_0.167,BNS,Camilletti:2022jms,LORENE,Irrotational,3.351,3.1790000000000003,1.33,3.313,10.241,610.654,0.0633323835726453,BLh,25.52675672253665,134.62261475417822,,1.437,1.35975,"0, 0, 0","0.08110596815215666, 0.0213302125170899, 0.007630978254907815","361.64737548318834, 644.743820890179, 1116.872731579485",1.914,1.81925,"0, 0, 0","0.04153691989329733, 0.009445295584472303, 0.0028863377519096497","33.38390883476865, 25.931408589708848, 19.334695057234487",THC,7,,,,0.167,bitant,no,,,yes,,Z4c,flat,HLLE,MP5,1e-14,0.0,4.5,RK3,,M0,,,,,,,,,
Hyb:0016,MS1b_1.351_1.351_0.15_0.15_0.0357,BNS,Dietrich:2017aum,SGRID,CRV,2.701736e+00,2.935077e+00,1.000000e+00,2.680177e+00,8.305419e+00,29.0,3.568523e-02,MS1b,2.859690e+02,1.525168e+03,2.251789e-03,1.350868e+00,1.467539e+00,"-1.079660e-10, 1.748149e-14, 2.720701e-01","1.337200e-01, 3.973000e-02, 1.602000e-02","1.525168e+03, 4.472548e+03, 1.271411e+04",1.350868e+00,1.467539e+00,"-1.079660e-10, 1.748149e-14, 2.720701e-01","1.337200e-01, 3.973000e-02, 1.602000e-02","1.525168e+03, 4.472548e+03, 1.271411e+04",,,,,,,,,,,,,,,,,,,,,,,,BAM:0068:R01,4.267919e+02,"451.424, 653.3778","1531.5, 4495.8, 12788.","1531.5, 4495.8, 12788.",v1,,
Hyb:0006,SLy_1.375_1.375_0.00_0.00_0.0361,BNS,Dietrich:2017fe,SGRID,CRV,2.750007e+00,3.051288e+00,1.000000e+00,2.727632e+00,8.006313e+00,29.0,3.612131e-02,SLy,6.488681e+01,3.460630e+02,1.463161e-02,1.375004e+00,1.525644e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.064000e-02, 2.465000e-02, 9.110000e-03","3.460630e+02, 5.995878e+02, 1.008386e+03",1.375004e+00,1.525644e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","9.064000e-02, 2.465000e-02, 9.110000e-03","3.460630e+02, 5.995878e+02, 1.008386e+03",,,,,,,,,,,,,,,,,,,,,,,,BAM:0120:R01,4.244244e+02,"470.0, 622.75","347.2737, 601.8769, 1012.0","347.2737, 601.8769, 1012.0",v1,,
THC:0100:R01,BLh_1.333_1.333_0.00_0.00_0.054_M0_0.125,BNS,Prakash:2021wpz,LORENE,Irrotational,2.665,2.937883403903185,1.0,2.6376,6.84853,329.658,0.054380979763067015,BLh,111.36171285509876,593.9291352271933,,1.3325,1.4689417019515925,"0,0,0","0.08891498794681131,0.023892261630372964,0.008742765486042064","593.9291352271933,1271.7076381462336,2648.629264106422",1.3325,1.4689417019515925,"0,0,0","0.08891498794681131,0.023892261630372964,0.008742765486042064","593.9291352271933,1271.7076381462336,2648.629264106422",THC,7,,,,0.125,bitant,no,,,yes,none,Z4c,flat,HLLE,MP5,1e-14,0.0,3.4109257283440835,RK3,,M0,,,,,,,,,
BAM:0066:R01,MS1b_1.350_1.350_0.10_0.10_0.0357_0.097,BNS,Dietrich:2017aum,SGRID,CRV,2.700796e+00,2.935077e+00,1.000000e+00,2.679263e+00,8.129231e+00,4.272679e+02,3.571260e-02,MS1b,2.871624e+02,1.531533e+03,1.936899e-03,1.350398e+00,1.467539e+00,"-1.333771e-11, 2.403866e-15, 1.799225e-01","1.337600e-01, 3.975000e-02, 1.603000e-02","1.531533e+03, 4.499079e+03, 1.281087e+04",1.350398e+00,1.467539e+00,"-1.333771e-11, 2.403866e-15, 1.799225e-01","1.337600e-01, 3.975000e-02, 1.603000e-02","1.531533e+03, 4.499079e+03, 1.281087e+04",bam_14.07,7,4,480,240,9.700000e-02,bitant,no,NAN,NAN,no,,Z4c,background,HO_LLF,WENOZ,1.000000e-11,1.000000e+02,11.5344600639,RungeKutta4,1.75,,,,,,,,,,
