database_key,simulation_name,binary_type,reference_bibkeys,id_code,id_type,id_mass,id_rest_mass,id_mass_ratio,id_ADM_mass,id_ADM_angularmomentum,id_gw_frequency_Hz,id_gw_frequency_Momega22,id_eos,id_kappa2T,id_Lambda,id_eccentricity,id_mass_starA,id_rest_mass_starA,id_spin_starA,id_LoveNum_kell_starA,id_Lambdaell_starA,id_mass_starB,id_rest_mass_starB,id_spin_starB,id_LoveNum_kell_starB,id_Lambdaell_starB,evolution_code,grid_refinement_levels,grid_refinement_levels_moving,grid_refinement_levels_npoints,grid_refinement_levels_moving_npoints,grid_spacing_min,grid_symmetries,grid_shells,grid_shells_radial_npoints,grid_shells_angular_npoints,grid_conservative_amr,subgrid_model,metric_scheme,metric_boundary_conditions,hydro_flux,hydro_reconstruction,hydro_atmosphere_level,hydro_atmosphere_factor,number_of_orbits,evolution_mol_scheme,eos_evolution_Gamma_thermal,neutrino_scheme,available_resolutions,NR_simulation_key,id_gw_NR_frequency_Hz,Hybrid_window_freq_Hz,TEOB_Lambda_starA,TEOB_Lambda_starB,TEOB_version,available_runs,id_eccentricity_3PN
THC:0028:R01,MS1b_1.350_1.350_0.00_0.00_0.036_0.145,BNS,Radice:2016gym,SGRID,Irrotational,2.7,2.935077,1.0,2.678623,7.802087,427.182,0.035697097728,MS1b,289.6729,1531.533,,1.35,1.4675385,"0, 0, 0","0.13376, 0.03975, 0.01603","1531.533, 4499.079, 12810.87",1.35,1.4675385,"0, 0, 0","0.13376, 0.03975, 0.01603","1531.533, 4499.079, 12810.87",THC,7,,,,0.145454545,bitant,no,,,yes,,Z4c,,RF,MP5,1.000000e-10,0.000100,9.780411e+00,RK3,1.75,,,,,,,,,,
BAM:0137:R01,SLy_1.500_1.200_0.00_0.00_0.0322_0.062,BNS,Ujevic:2022qle,SGRID,CRV,2.700196e+00,2.995033e+00,1.250062e+00,2.680392e+00,7.925214e+00,3.858210e+02,3.224115e-02,SLy,7.709736e+01,4.093392e+02,9.170661e-05,1.500142e+00,1.683384e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","7.867959e-02, 2.067387e-02, 7.360468e-03","1.910198e+02, 2.668033e+02, 3.606616e+02",1.200054e+00,1.311649e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.081346e-01, 3.080130e-02, 1.193552e-02","8.124673e+02, 1.932917e+03, 4.468487e+03",,7,4,0,256,6.225000e-02,box bitant,no,,,yes,,Z4c,background radcentered,HO_LLF,WENOZ,1.000000e-12,1.000000e+02,15.588753,RungeKutta4,1.75,,,,,,,,,,
THC:0062:R01,BLQ_1.600_1.600_0.00_0.00_0.070_M0_0.125,BNS,Prakash:2021wpz,LORENE,Irrotational,3.2,3.595574255882773,1.0,3.1627,9.34379,352.526,0.06982763394241859,BLQ,30.614783850817663,163.27884720436086,,1.6,1.7977871279413864,"0,0,0","0.06763580435990889,0.01704920448614043,0.0058318263403659","163.27884720436086,218.28565269036758,282.8560193458376",1.6,1.7977871279413864,"0,0,0","0.06763580435990889,0.01704920448614043,0.0058318263403659","163.27884720436086,218.28565269036758,282.8560193458376",THC,7,,,,0.125,bitant,no,,,yes,none,Z4c,flat,HLLE,MP5,1e-14,0.0,2.5446988896739446,RK3,,M0,,,,,,,,,
BAM:0099:R01,SLy_1.350_1.350_0.00_0.00_0.050_0.149_shells,BNS,Bernuzzi:2014kca,LORENE,Irrotational,2.700000e+00,2.989239e+00,1.000000e+00,2.673601e+00,7.160972e+00,5.980239e+02,4.997027e-02,SLy,7.314570e+01,3.901104e+02,NAN,1.350000e+00,1.494619e+00,"0, 0, 0","9.317000e-02, 2.551000e-02, 9.490000e-03","3.901104e+02, 7.060784e+02, 1.240257e+03",1.350000e+00,1.494619e+00,"0, 0, 0","9.317000e-02, 2.551000e-02, 9.490000e-03","3.901104e+02, 7.060784e+02, 1.240257e+03",bam_12.04,5,3,192,96,1.485000e-01,bitant,yes,768,84,no,,Z4c,background,LLF,WENOZ,1.000000e-10,1.000000e+02,6.11019381461,RungeKutta4,1.75,,,,,,,,,,
THC:0064:R01,BLh_1.581_1.184_0.00_0.00_0.049_M0_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.7649999999999997,3.1266846620099766,1.335304e+00,2.739,7.41,567.964,0.04860401476440949,BLh,81.11838172934287,430.3360546952096,,1.581,1.7799207398669665,"0,0,0","0.06973060789019155,0.017707753033978518,0.0061043763510355955","183.47952300915472,255.77598584312398,345.7337176701248",1.184,1.34676392214301,"0,0,0","0.0961208360918839,0.0263058655899617,0.00981172377128218","969.638992052257,2493.6106284135367,6242.762787302164",THC,7,,,,0.167,bitant,no,,,yes,,Z4c,flat,HLLE,MP5,1e-14,0.0,4.360424435220613,RK3,,M0,,,,,,,,,
BAM:0129:R01,SLy_1.350_1.350_0.17_0.17_0.0341_0.098_th0,BNS,Chaurasia:2020ntk,SGRID,CTS-CRV,2.700984e+00,2.989199e+00,1,2.679927e+00,8.193854e+00,4.074256e+02,3.405647e-02,SLy,7.316070e+01,3.901904e+02,0.000000e+00,1.350492e+00,1.494600e+00,"3.379049e-12, 2.467055e-15, 1.742549e-01","9.313723e-02, 2.551309e-02, 9.494333e-03","3.901905e+02, 7.067150e+02, 1.242069e+03",1.350492e+00,1.494600e+00,"3.379049e-12, 2.467055e-15, 1.742549e-01","9.313718e-02, 2.551309e-02, 9.494333e-03","3.901903e+02, 7.067150e+02, 1.242069e+03",BAM,7,3,480,160,9.840000e-02,,,NA,NA,yes,,z4c,radiative,HO_LLF,WENOZ,1.000000e-14,1.000000e+02,,rk4g,1.75,,,,,,,,,,
BAM:0100:R01,SLy_1.350_1.350_0.00_0.00_0.060_0.091_HOLLFMP5vs3,BNS,Bernuzzi:2016pie,LORENE,Irrotational,2.700001e+00,2.989241e+00,1.000000e+00,2.670678e+00,6.872486e+00,7.176676e+02,5.996760e-02,SLy,7.314570e+01,3.901104e+02,NAN,1.350001e+00,1.494620e+00,"0, 0, 0","9.317000e-02, 2.551000e-02, 9.490000e-03","3.901104e+02, 7.060784e+02, 1.240257e+03",1.350001e+00,1.494620e+00,"0, 0, 0","9.317000e-02, 2.551000e-02, 9.490000e-03","3.901104e+02, 7.060784e+02, 1.240257e+03",bam_14.07,7,4,320,160,9.120000e-02,bitant,yes,320,140,no,,Z4c,background,HO_LLF,MP5,1.000000e-11,1.000000e+02,4.48602557811,RungeKutta4,1.75,,,,,,,,,,
Hyb:0007,MS1b_1.500_1.000_0.00_0.00_0.0301,BNS,Dietrich:2017feu,SGRID,CRV,2.500017e+00,2.709668e+00,1.500014e+00,2.482511e+00,6.657108e+00,29.0,3.013574e-02,MS1b,4.579202e+02,2.425546e+03,1.551585e-02,1.500016e+00,1.646624e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.218700e-01, 3.531000e-02, 1.388000e-02","8.637767e+02, 2.042071e+03, 4.678459e+03",1.000001e+00,1.063044e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.589000e-01, 4.944000e-02, 2.092000e-02","7.022366e+03, 3.707220e+04, 1.901139e+05",,,,,,,,,,,,,,,,,,,,,,,,BAM:0081:R01,3.895018e+02,"413.6, 491.15","866.48, 2049.6, 4695.6","7041.6, 37193.,190703.8",v1,,
THC:0036:R01,SLy_1.350_1.350_0.00_0.00_0.038_0.100,BNS,Radice:2016gym,LORENE,Irrotational,2.7,2.989224264,1.0,2.677603213,7.657809818,454.5535788,0.0379843802526,SLy,73.54049,390.1104,,1.35,1.494612132,"0, 0, 0","0.09317, 0.02551, 0.00949","390.1104, 706.0784, 1240.257",1.35,1.494612132,"0, 0, 0","0.09317, 0.02551, 0.00949","390.1104, 706.0784, 1240.257",THC,7,,,,0.1,bitant,no,,,yes,,Z4c,,RF,MP5,1.000000e-10,0.000100,1.028037e+01,RK3,1.75,,,,,,,,,,
THC:0005:R01,BHBlp_1.400_1.200_0.00_0.00_0.053_0.125,BNS,Radice:2016rys Radice:2017lry,LORENE,Irrotational,2.6,2.82946,1.16666666667,2.57644,6.53749,652.714,0.0525233569115,BHBlp,198.5671528237351,1057.5952309682204,,1.4,1.53253,"0, 0, 0","0.09713, 0.02596, 0.00942","690.6300963090755, 1508.0652869857847, 3193.461363781705",1.2,1.29693,"0, 0, 0","0.10752, 0.02943, 0.01096","1612.2480295082821, 4859.330076873647, 14233.516050669448",THC,7,,,,0.125,bitant,no,,,yes,,Z4c,,HLLE,MP5,1.000000e-14,0.000000,3.018235e+00,RK3,,Leakage,,,,,,,,,
THC:0040:R01,DD2_1.432_1.300_0.00_0.00_0.048_M0_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.732,4.0343645690674,1.1055,2.70722,7.4062,565.32,0.047800368497437205,DD2,30.59477259777671,163.4059912271624,,1.432,2.0171822845337,"0,0,0","0.0742514294186662,0.0186259158562705,0.00631911564617322","162.41646633663714,207.72055300866853,256.6413883530562",1.3,2.0171822845337,"0,0,0","0.0742514294186662,0.0186259158562705,0.00631911564617322","162.41646633663714,207.72055300866853,256.6413883530562",THC,7,,,,0.167,bitant,no,,,yes,,Z4c,flat,HLLE,MP5,1e-14,0.0,3.806860999137382,RK3,,M0,,,,,,,,,
Hyb:0018,SLy_1.351_1.351_0.11_0.11_0.0379,BNS,Dietrich:2017aum,SGRID,CRV,2.701216e+00,2.989214e+00,1.000000e+00,2.678899e+00,8.039139e+00,29.0,3.788165e-02,SLy,7.279475e+01,3.882387e+02,7.374461e-04,1.350608e+00,1.494607e+00,"4.588569e-12, 5.469848e-14, 1.926234e-01","9.307000e-02, 2.547000e-02, 9.470000e-03","3.882387e+02, 7.012941e+02, 1.229349e+03",1.350608e+00,1.494607e+00,"4.588569e-12, 5.469848e-14, 1.926234e-01","9.307000e-02, 2.547000e-02, 9.470000e-03","3.882387e+02, 7.012941e+02, 1.229349e+03",,,,,,,,,,,,,,,,,,,,,,,,BAM:0104:R01,4.531481e+02,"475.18, 629.61","390.98, 705.86, 1238.5","390.98, 705.86, 1238.5",v1,,
BAM:0023:R01,G2_1.515_1.515_-0.02_-0.02_0.053_0.150,BNS,Bernuzzi:2013rza,SGRID,CRV,3.029735e+00,3.250000e+00,1.000000e+00,2.999114e+00,8.799486e+00,5.681366e+02,5.327050e-02,G2,1.832005e+02,9.770691e+02,NAN,1.514867e+00,1.625000e+00,"-7.367428e-15, 6.202118e-16, -5.710255e-02","7.888000e-02, 2.336000e-02, 9.560000e-03","9.770691e+02, 2.951760e+03, 8.802133e+03",1.514867e+00,1.625000e+00,"-7.367428e-15, 6.202118e-16, -5.710255e-02","7.888000e-02, 2.336000e-02, 9.560000e-03","9.770691e+02, 2.951760e+03, 8.802133e+03",bam_12.04,6,2,192,192,1.500000e-01,bitant,no,NAN,NAN,no,,Z4c,radiative,LLF,WENOZ,1.000000e-10,1.000000e+02,3.86621097618,RungeKutta4,1.75,,,,,,,,,,
THC:0042:R01,DD2_1.497_1.245_0.00_0.00_0.024_M0_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.742,4.0343645690674,1.2024,2.717,7.405,283.19,0.024032644557233435,DD2,30.961001322710587,165.97666589717056,,1.497,2.0171822845337,"0,0,0","0.0742514294186662,0.0186259158562705,0.00631911564617322","162.41646633663714,207.72055300866853,256.6413883530562",1.245,2.0171822845337,"0,0,0","0.0742514294186662,0.0186259158562705,0.00631911564617322","162.41646633663714,207.72055300866853,256.6413883530562",THC,7,,,,0.167,bitant,no,,,yes,,Z4c,flat,HLLE,MP5,1e-14,0.0,3.8028172036462697,RK3,,M0,,,,,,,,,
BAM:0084:R01,MS1b_1.500_1.000_0.00_0.00_0.0308_0.25_eccentric1,BNS,Dietrich:2017feu,SGRID,CRV,2.500017e+00,2.709668e+00,1.500014e+00,2.481393e+00,6.468829e+00,3.986191e+02,3.084114e-02,MS1b,4.579202e+02,2.425546e+03,8.433876e-02,1.500016e+00,1.646624e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.218700e-01, 3.531000e-02, 1.388000e-02","8.637767e+02, 2.042071e+03, 4.678459e+03",1.000001e+00,1.063044e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.589000e-01, 4.944000e-02, 2.092000e-02","7.022366e+03, 3.707220e+04, 1.901139e+05",bam_14.07,7,4,128,72,2.500000e-01,bitant,yes,128,64,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,8.95800414094,RungeKutta4,1.75,,,,,,,,,,
THC:0041:R01,DD2_1.486_1.254_0.00_0.00_0.024_M0_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.74,4.0343645690674,1.185,2.71388,7.40895,283.32,0.024026139552947395,DD2,30.885044436705044,165.44193250349423,,1.486,2.0171822845337,"0,0,0","0.0742514294186662,0.0186259158562705,0.00631911564617322","162.41646633663714,207.72055300866853,256.6413883530562",1.254,2.0171822845337,"0,0,0","0.0742514294186662,0.0186259158562705,0.00631911564617322","162.41646633663714,207.72055300866853,256.6413883530562",THC,7,,,,0.167,bitant,no,,,yes,,Z4c,flat,HLLE,MP5,1e-14,0.0,4.540290070995932,RK3,,M0,,,,,,,,,
THC:0089:R01,SFHo_1.364_1.364_0.00_0.00_0.048_M0_LK_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.728,3.029669280539874,1.0,2.703,7.405,565.522,0.04774743760748532,SFHo,74.08588355402978,395.12471228815883,,1.364,1.514834640269937,"0,0,0","0.08229344349172829,0.021425594409982082,0.007594608087767034","395.1247122881587,718.3166263503161,1269.914416303225",1.364,1.514834640269937,"0,0,0","0.08229344349172829,0.021425594409982082,0.007594608087767034","395.1247122881587,718.3166263503161,1269.914416303225",THC,7,,,,0.167,bitant,no,,,yes,LK,Z4c,flat,HLLE,MP5,1e-14,0.0,5.461027967723167,RK3,,M0,,,,,,,,,
THC:0050:R01,SLy_1.437_1.914_0.00_0.00_0.063_M0_0.167,BNS,Camilletti:2022jms,LORENE,Irrotational,3.351,3.17467,1.33,3.314,10.251,610.926,0.06336059334173183,SLy,17.673168598695344,93.14701129605639,,1.437,1.35806,"0, 0, 0","0.07449128221505093, 0.018945490451601286, 0.00653934559446916","254.54252123923186, 394.5383283493875, 592.8134624062213",1.914,1.81661,"0, 0, 0","0.03549430899828068, 0.007731276326677231, 0.0022511703717084065","21.352496023090573, 14.14892969352827, 8.952311600474438",THC,7,,,,0.167,bitant,no,,,yes,,Z4c,flat,HLLE,MP5,1e-14,0.0,4.0,RK3,,M0,,,,,,,,,
BAM:0092:R01,MS1b_1.700_1.700_0.00_0.00_0.042_0.167,BNS,-,SGRID,CRV,3.400057e+00,3.782735e+00,1.000000e+00,3.369869e+00,1.180896e+01,4.021974e+02,4.232090e-02,MS1b,7.902028e+01,4.214415e+02,NAN,1.700028e+00,1.891367e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.060300e-01, 2.957000e-02, 1.118000e-02","4.214415e+02, 7.609388e+02, 1.330461e+03",1.700028e+00,1.891367e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.060300e-01, 2.957000e-02, 1.118000e-02","4.214415e+02, 7.609388e+02, 1.330461e+03",bam_14.07,7,4,240,108,1.666667e-01,bitant,no,NAN,NAN,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,8.64896503019,RungeKutta4,1.75,,,,,,,,,,
THC:0094:R01,SLy4_1.364_1.364_0.00_0.00_0.048_M0_LK_0.167,BNS,Nedora:2020hxc,LORENE,Irrotational,2.728,3.0587775667740837,1.0,2.703,7.399,565.078,0.047709950361546655,SLy4,67.72207617470337,361.18440626508465,,1.364,1.5293887833870419,"0,0,0","0.08004225267396532,0.020699947690852226,0.007271991987259579","361.18440626508465,636.2229222057189,1087.4161907794696",1.364,1.5293887833870419,"0,0,0","0.08004225267396532,0.020699947690852226,0.007271991987259579","361.18440626508465,636.2229222057189,1087.4161907794696",THC,7,,,,0.167,bitant,no,,,yes,LK,Z4c,flat,HLLE,MP5,1e-14,0.0,4.528735668588439,RK3,,M0,,,,,,,,,
Hyb:0010,SLy_1.500_1.000_0.00_0.00_0.0315,BNS,Dietrich:2017feu,SGRID,CRV,2.500015e+00,2.758481e+00,1.499999e+00,2.482086e+00,6.586921e+00,29.0,3.154817e-02,SLy,1.363256e+02,7.185841e+02,1.193778e-02,1.500009e+00,1.683243e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","7.872000e-02, 2.065000e-02, 7.350000e-03","1.910280e+02, 2.663198e+02, 3.598437e+02",1.000007e+00,1.075238e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.257200e-01, 3.719000e-02, 1.499000e-02","2.313732e+03, 8.180218e+03, 2.814766e+04",,,,,,,,,,,,,,,,,,,,,,,,BAM:0124:R01,4.077577e+02,"439.45, 581.62","192.304, 268.57, 363.15","2314.97, 8188.4, 28167.",v1,,
BAM:0041:R01,H4_1.374_1.374_0.22_0.22_0.037_0.279,BNS,-,SGRID,CRV,2.747545e+00,2.989214e+00,1.000000e+00,2.725649e+00,8.711749e+00,4.386554e+02,3.729904e-02,H4,1.869881e+02,9.972700e+02,6.859977e-03,1.373773e+00,1.494607e+00,"4.764325e-11, -7.025657e-14, 4.094781e-01","1.128400e-01, 3.276000e-02, 1.288000e-02","9.972700e+02, 2.580477e+03, 6.458776e+03",1.373773e+00,1.494607e+00,"4.764325e-11, -7.025657e-14, 4.094781e-01","1.128400e-01, 3.276000e-02, 1.288000e-02","9.972700e+02, 2.580477e+03, 6.458776e+03",bam_12.04,7,4,128,64,2.790000e-01,bitant,yes,128,56,no,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,11.3452487098,RungeKutta4,1.75,,,,,,,,,,
BAM:0014:R01,ALF2_1.528_1.222_0.10_0.00_0.0357_0.167,BNS,Dietrich:2016lyp,SGRID,CRV,2.750715e+00,3.041081e+00,1.250569e+00,2.728907e+00,8.189510e+00,4.200294e+02,3.575647e-02,ALF2,1.262011e+02,6.706598e+02,7.829761e-03,1.528484e+00,1.707041e+00,"9.432775e-12, 1.604521e-14, 2.429657e-01","1.010700e-01, 2.795000e-02, 1.041000e-02","3.386302e+02, 5.662303e+02, 9.108394e+02",1.222231e+00,1.334040e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.334500e-01, 3.903000e-02, 1.546000e-02","1.279917e+03, 3.447257e+03, 8.981905e+03",bam_14.07,7,4,192,96,1.666667e-01,bitant,yes,192,96,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,12.1372673686,RungeKutta4,1.75,,,,,,,,,,
BAM:0024:R01,G2_1.515_1.515_-0.05_-0.05_0.053_0.150,BNS,Bernuzzi:2013rza,SGRID,CRV,3.029915e+00,3.250000e+00,1.000000e+00,2.999318e+00,8.697607e+00,5.682170e+02,5.328121e-02,G2,1.832005e+02,9.770691e+02,NAN,1.514958e+00,1.625000e+00,"1.313980e-14, -1.076905e-15, -1.144857e-01","7.888000e-02, 2.336000e-02, 9.560000e-03","9.770691e+02, 2.951760e+03, 8.802133e+03",1.514958e+00,1.625000e+00,"1.313980e-14, -1.076905e-15, -1.144857e-01","7.888000e-02, 2.336000e-02, 9.560000e-03","9.770691e+02, 2.951760e+03, 8.802133e+03",bam_12.04,6,2,192,192,1.500000e-01,bitant,no,NAN,NAN,no,,Z4c,radiative,LLF,WENOZ,1.000000e-10,1.000000e+02,3.66068783197,RungeKutta4,1.75,,,,,,,,,,
BAM:0004:R01,ALF2_1.351_1.351_0.00_0.00_0.052_0.202_camr,BNS,Dietrich:2015iva,LORENE,Irrotational,2.701928e+00,2.977814e+00,1.000000e+00,2.675096e+00,7.147617e+00,6.191953e+02,5.177628e-02,ALF2,1.368901e+02,7.300804e+02,NAN,1.350964e+00,1.488907e+00,"0, 0, 0","1.205400e-01, 3.452000e-02, 1.335000e-02","7.300804e+02, 1.602037e+03, 3.390919e+03",1.350964e+00,1.488907e+00,"0, 0, 0","1.205400e-01, 3.452000e-02, 1.335000e-02","7.300804e+02, 1.602037e+03, 3.390919e+03",bam_14.07,7,4,160,80,2.020000e-01,no,yes,160,70,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,6.0004739884,RungeKutta4,1.75,,,,,,,,,,
BAM:0169:R01,SLy_1.625_1.180_0.58_0.26_0.023_R01,BNS,Schianchi:2024vvi,SGRID,CRV,2.805158,3.12657,1.37685371437674,2.779774,8.417552,531.2573252081203,0.04612025,SLy,64.52665,337.98348294181164,0.017856463773135513,1.62496,1.84021,"-2.651177995961478e-12, -2.1645322966593502e-11, 0.5780110151772548","0.06722323, 0.01699003, 0.005810724","105.90429273685984, 119.67750002105079, 130.72081573670866",1.180198,1.28636,"-1.9597187200677196e-12, -1.2703302524998201e-11, 0.2606774650305194","0.1095343, 0.03128099, 0.01215367","898.3337481516782, 2219.165020240345, 5327.335444601528",BAM14,6,2,192,96,10.112,box bitant,no,,,yes,no,Z4c,background radcentered,HO_LLF,WENOZ,1e-11,100.0,7.064202844120517,RK4,1.75,no,,,,,,,,,
THC:0017:R01,DD2_1.500_1.500_0.00_0.00_0.064_0.125,BNS,Radice:2016rys Radice:2017lry,LORENE,Irrotational,3.0,3.313,1.0,2.9703,8.39708,689.77,0.0640444876732,DD2,86.72854370841495,462.5522331115464,,1.5,1.6565,"0, 0, 0","0.09118, 0.024, 0.00857","462.55223311154634, 869.0472962917256, 1582.18015973377",1.5,1.6565,"0, 0, 0","0.09118, 0.024, 0.00857","462.55223311154634, 869.0472962917256, 1582.18015973377",THC,7,,,,0.125,bitant,no,,,yes,,Z4c,,HLLE,MP5,1.000000e-14,0.000000,2.456509e+00,RK3,,Leakage,,,,,,,,,
BAM:0101:R01,SLy_1.350_1.350_0.05_0.05_0.0379_0.078,BNS,Dietrich:2017aum,SGRID,CRV,2.700297e+00,2.989214e+00,1.000000e+00,2.678040e+00,7.858842e+00,4.534574e+02,3.789461e-02,SLy,7.314570e+01,3.901104e+02,3.535570e-04,1.350149e+00,1.494607e+00,"4.599747e-13, -2.686542e-15, 9.569080e-02","9.317000e-02, 2.551000e-02, 9.490000e-03","3.901104e+02, 7.060784e+02, 1.240257e+03",1.350149e+00,1.494607e+00,"4.599747e-13, -2.686542e-15, 9.569080e-02","9.317000e-02, 2.551000e-02, 9.490000e-03","3.901104e+02, 7.060784e+02, 1.240257e+03",bam_14.07,7,4,480,192,7.833333e-02,bitant,no,NAN,NAN,no,,Z4c,background,HO_LLF,WENOZ,1.000000e-11,1.000000e+02,12.1357633544,RungeKutta4,1.75,,,,,,,,,,
BAM:0109:R01,SLy_1.355_1.107_-0.08_-0.09_0.030_0.123,BNS,Dietrich:2017xqb,SGRID,CRV,2.461393e+00,2.700000e+00,1.224057e+00,2.443951e+00,6.467074e+00,3.932353e+02,2.995455e-02,SLy,1.352174e+02,7.188776e+02,7.286399e-03,1.354680e+00,1.500000e+00,"-4.519437e-13, -1.492124e-14, -1.405828e-01","9.267000e-02, 2.534000e-02, 9.410000e-03","3.808475e+02, 6.832974e+02, 1.189203e+03",1.106713e+00,1.200000e+00,"-1.223305e-12, -9.215606e-15, -1.090993e-01","1.163400e-01, 3.373000e-02, 1.332000e-02","1.305247e+03, 3.710495e+03, 1.026228e+04",bam_14.07,7,4,320,128,1.225000e-01,no,no,NAN,NAN,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,16.1912939101,RungeKutta4,1.75,,,,,,,,,,
BAM:0068:R01,MS1b_1.351_1.351_0.15_0.15_0.0357_0.097,BNS,Dietrich:2017aum,SGRID,CRV,2.701736e+00,2.935077e+00,1.000000e+00,2.680177e+00,8.305419e+00,4.267919e+02,3.568523e-02,MS1b,2.859690e+02,1.525168e+03,2.251789e-03,1.350868e+00,1.467539e+00,"-1.079660e-10, 1.748149e-14, 2.720701e-01","1.337200e-01, 3.973000e-02, 1.602000e-02","1.525168e+03, 4.472548e+03, 1.271411e+04",1.350868e+00,1.467539e+00,"-1.079660e-10, 1.748149e-14, 2.720701e-01","1.337200e-01, 3.973000e-02, 1.602000e-02","1.525168e+03, 4.472548e+03, 1.271411e+04",bam_14.07,7,4,480,240,9.700000e-02,bitant,no,NAN,NAN,no,,Z4c,background,HO_LLF,WENOZ,1.000000e-11,1.000000e+02,11.771417901,RungeKutta4,1.75,,,,,,,,,,
BAM:0147:R01,SLy_1.351_1.351_0.17_0.17_0.0341_0.098_th45v2,BNS,Chaurasia:2020ntk,SGRID,CTS-CRV,2.701004e+00,2.989200e+00,1,2.679927e+00,8.102031e+00,4.074868e+02,3.406185e-02,SLy,7.316004e+01,3.901869e+02,0.000000e+00,1.350502e+00,1.494600e+00,"1.231510e-01, -5.294623e-11, 1.232927e-01","9.313719e-02, 2.551314e-02, 9.494461e-03","3.901868e+02, 7.067074e+02, 1.242065e+03",1.350502e+00,1.494600e+00,"1.231510e-01, -5.294623e-11, 1.232927e-01","9.313721e-02, 2.551314e-02, 9.494461e-03","3.901869e+02, 7.067074e+02, 1.242065e+03",BAM,7,3,480,160,9.840000e-02,,,NA,NA,yes,,z4c,radiative,HO_LLF,WENOZ,1.000000e-14,1.000000e+02,,rk4g,1.75,,,,,,,,,,
BAM:0148:R01,H4_1.500_1.500_0.00_0.00_0.025_R01,BNS,Schianchi:2024vvi,SGRID,CRV,3.000046,3.29892,1.0,2.970354,8.800871,548.0946970219447,0.05088771,H4,106.3564,567.0556837246529,0.01467748916827594,1.500023,1.64946,"0.0, 0.0, 0.0","0.1010045, 0.0286467, 0.01103782","567.0556837246529, 1195.4738421537943, 2445.689071352927",1.500023,1.64946,"0.0, 0.0, 0.0","0.1010045, 0.0286467, 0.01103782","567.0556837246529, 1195.4738421537943, 2445.689071352927",BAM14,6,2,192,96,12.287999999999998,box bitant,no,,,yes,no,Z4c,background radcentered,HO_LLF,WENOZ,1e-11,100.0,4.5120415605323645,RK4,1.75,no,,,,,,,,,
THC:0037:R01,BLh_1.581_1.118_0.00_0.00_0.047_M0_LK_0.167,BNS,Prakash:2021wpz,LORENE,Irrotational,2.699,3.1266846620099766,1.33,2.739,7.41,567.964,0.04744384660005107,BLh,77.01177153357256,409.2631616199351,,1.581,1.7799207398669665,"0,0,0","0.06973060789019155,0.017707753033978518,0.0061043763510355955","183.47952300915472,255.77598584312398,345.7337176701248",1.118,1.34676392214301,"0,0,0","0.0961208360918839,0.0263058655899617,0.00981172377128218","969.638992052257,2493.6106284135367,6242.762787302164",THC,7,,,,0.167,bitant,no,,,yes,LK,Z4c,flat,HLLE,MP5,1e-14,0.0,4.364502034003308,RK3,,M0,,,,,,,,,
BAM:0088:R01,MS1b_1.500_1.500_0.00_0.00_0.039_0.167,BNS,-,SGRID,CRV,3.000032e+00,3.293248e+00,1.000000e+00,2.974599e+00,9.371401e+00,4.197354e+02,3.897004e-02,MS1b,1.619581e+02,8.637767e+02,1.115306e-02,1.500016e+00,1.646624e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.218700e-01, 3.531000e-02, 1.388000e-02","8.637767e+02, 2.042071e+03, 4.678459e+03",1.500016e+00,1.646624e+00,"0.000000e+00, 0.000000e+00, 0.000000e+00","1.218700e-01, 3.531000e-02, 1.388000e-02","8.637767e+02, 2.042071e+03, 4.678459e+03",bam_14.07,7,4,240,108,1.666667e-01,bitant,no,NAN,NAN,yes,,Z4c,background,LLF,WENOZ,1.000000e-11,1.000000e+02,9.61633264754,RungeKutta4,1.75,,,,,,,,,,
